schema_version	candidate_id	gene	priority_tier	trait_id	source_accession	ensembl_gene_id	chromosome_candidate	start_candidate	end	chromosome_magma	start_magma	stop	n_snps	z_stat	p_value	candidate_threshold	candidate_significant	test_status	result_provenance
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0103	LUZP2	P2	clinical_ad	GCST90027158	ENSG00000187398	11	24496970	25082638	11	24518516.0	25104150.0	4357.0	2.3407	0.0096229	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0104	MAGEF1	P2	clinical_ad	GCST90027158	ENSG00000177383	3	184710364	184712064	3	184428156.0	184429836.0	7.0	0.067267	0.47318	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0105	MAP1LC3A	P2	clinical_ad	GCST90027158	ENSG00000101460	20	34546854	34560345	20	33134658.0	33148149.0	52.0	1.7845	0.037172	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0106	MAP1LC3B	P2	clinical_ad	GCST90027158	ENSG00000140941	16	87383953	87404779	16	87417601.0	87438385.0	129.0	2.2359	0.012679	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0107	MAPKAPK5-AS1	P2	clinical_ad	GCST90027158	ENSG00000234608	12	111839758	111842902	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0108	MBNL1	P2	clinical_ad	GCST90027158	ENSG00000152601	3	152243828	152465780	3	151961617.0	152183569.0	809.0	3.0374	0.0011931	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0109	MDH1	P3	clinical_ad	GCST90027158	ENSG00000014641	2	63588609	63607197	2	63815743.0	63834331.0	61.0	-1.2489	0.89415	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0110	MEIS2	P2	clinical_ad	GCST90027158	ENSG00000134138	15	36889204	37101299	15	37181406.0	37393504.0	806.0	1.9121	0.027934	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0111	METTL21A	P2	clinical_ad	GCST90027158	ENSG00000144401	2	207580631	207625928	2	208445355.0	208490652.0	152.0	-0.3174	0.62453	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0112	MIPOL1	P1	clinical_ad	GCST90027158	ENSG00000151338	14	37197894	37579125	14	37667118.0	38021566.0	1261.0	0.10914	0.45655	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0113	MKLN1	P3	clinical_ad	GCST90027158	ENSG00000128585	7	131110096	131496632	7	130794855.0	131181395.0	1738.0	1.36	0.086917	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0114	MOAP1	P2	clinical_ad	GCST90027158	ENSG00000165943	14	93182199	93184923	14	93648541.0	93651273.0	14.0	-1.4842	0.93112	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0115	MSMO1	P2	clinical_ad	GCST90027158	ENSG00000052802	4	165327667	165343164	4	166248775.0	166264312.0	118.0	0.87223	0.19154	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0116	MT3	P2	clinical_ad	GCST90027158	ENSG00000087250	16	56589074	56591088	16	56622986.0	56625000.0	13.0	-1.0518	0.85357	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0117	MTSS1	P3	clinical_ad	GCST90027158	ENSG00000170873	8	124550784	124728473	8	125563031.0	125740730.0	1139.0	1.1518	0.12469	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0118	MYO18A	P2	clinical_ad	GCST90027158	ENSG00000196535	17	29071122	29180398	17	27400528.0	27507430.0	439.0	1.4168	0.078269	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0119	MYO9A	P3	clinical_ad	GCST90027158	ENSG00000066933	15	71822291	72118577	15	72114632.0	72410918.0	1050.0	-0.17141	0.56805	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0120	NAB2	P3	clinical_ad	GCST90027158	ENSG00000166886	12	57089043	57095476	12	57482677.0	57489259.0	29.0	0.86091	0.19464	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0121	NAP1L5	P3	clinical_ad	GCST90027158	ENSG00000177432	4	88695913	88697829	4	89617066.0	89619386.0	9.0	-1.1921	0.8834	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0122	NCOA1	P2	clinical_ad	GCST90027158	ENSG00000084676	2	24491254	24770702	2	24714783.0	24993571.0	1142.0	-0.011932	0.50476	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0123	NECAP1	P3	clinical_ad	GCST90027158	ENSG00000089818	12	8076939	8097881	12	8234807.0	8250367.0	42.0	1.9153	0.02773	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0124	NHP2	P3	clinical_ad	GCST90027158	ENSG00000145912	5	178149463	178153894	5	177576461.0	177580968.0	24.0	-0.11755	0.54679	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0125	NOXA1	P3	clinical_ad	GCST90027158	ENSG00000188747	9	137423350	137434406	9	140317802.0	140328858.0	60.0	0.97827	0.16397	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0126	NRBP2	P3	clinical_ad	GCST90027158	ENSG00000185189	8	143833583	143840973	8	144915764.0	144924200.0	44.0	0.21358	0.41544	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0127	OGA	P2	clinical_ad	GCST90027158	ENSG00000198408	10	101784443	101818465	10	103544200.0	103578696.0	115.0	2.0282	0.02127	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0128	OST4	P3	clinical_ad	GCST90027158	ENSG00000228474	2	27070472	27071654	2	27293340.0	27294641.0	2.0	1.2811	0.10008	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0129	PAPOLA	P1	clinical_ad	GCST90027158	ENSG00000090060	14	96501433	96567116	14	96967770.0	97033448.0	229.0	1.084	0.13918	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0130	PCBP4	P2	clinical_ad	GCST90027158	ENSG00000090097	3	51957454	51974016	3	51991470.0	52002426.0	30.0	1.404	0.080157	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0131	PDE5A	P3	clinical_ad	GCST90027158	ENSG00000138735	4	119494397	119628804	4	120415550.0	120550146.0	635.0	-0.60127	0.72617	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0132	PDS5B	P3	clinical_ad	GCST90027158	ENSG00000083642	13	32586452	32778019	13	33160564.0	33352157.0	797.0	0.39896	0.34496	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0133	PER3	P2	clinical_ad	GCST90027158	ENSG00000049246	1	7784291	7845177	1	7844380.0	7905237.0	331.0	0.93295	0.17542	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0134	PGAM1	P2	clinical_ad	GCST90027158	ENSG00000171314	10	97426191	97433444	10	99185917.0	99193198.0	18.0	1.6733	0.047132	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0135	PGK1	P2	clinical_ad	GCST90027158	ENSG00000102144	X	77910739	78129295	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0136	PHF11	P3	clinical_ad	GCST90027158	ENSG00000136147	13	49495610	49528981	13	50069746.0	50103123.0	164.0	2.8854	0.0019546	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0137	PHF3	P3	clinical_ad	GCST90027158	ENSG00000118482	6	63635802	63779336	6	64345725.0	64489229.0	456.0	1.6704	0.047416	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0138	PHTF2	P3	clinical_ad	GCST90027158	ENSG00000006576	7	77798773	77957503	7	77428122.0	77586818.0	628.0	1.062	0.14411	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0139	PLCG2	P2	clinical_ad	GCST90027158	ENSG00000197943	16	81779279	81962685	16	81772702.0	81991899.0	2111.0	6.5412	3.0507e-11	5.482456140350877e-05	True	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0140	POLR2K	P3	clinical_ad	GCST90027158	ENSG00000147669	8	100150623	100154003	8	101162812.0	101166230.0	21.0	1.128	0.12966	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0141	PPP4R4	P3	clinical_ad	GCST90027158	ENSG00000119698	14	94146128	94279734	14	94612465.0	94746072.0	536.0	-0.72884	0.76695	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0142	PRDX1	P2	clinical_ad	GCST90027158	ENSG00000117450	1	45510914	45542732	1	45976708.0	45988719.0	68.0	-0.90147	0.81633	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0143	PSMB6	P2	clinical_ad	GCST90027158	ENSG00000142507	17	4796144	4798502	17	4699439.0	4701790.0	15.0	1.7172	0.042972	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0144	PTGES3	P2	clinical_ad	GCST90027158	ENSG00000110958	12	56663341	56688408	12	57057127.0	57082159.0	98.0	0.29961	0.38224	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0145	PTMA	P3	clinical_ad	GCST90027158	ENSG00000187514	2	231706895	231713551	2	232571605.0	232578251.0	51.0	1.4749	0.070123	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0146	RAB6B	P3	clinical_ad	GCST90027158	ENSG00000154917	3	133824235	133895882	3	133543083.0	133614680.0	400.0	-1.3602	0.91312	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0147	RABAC1	P2	clinical_ad	GCST90027158	ENSG00000105404	19	41956681	41959321	19	42460833.0	42463542.0	13.0	2.3526	0.0093223	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0148	RAN	P3	clinical_ad	GCST90027158	ENSG00000132341	12	130872037	130877678	12	131356424.0	131362223.0	38.0	0.20465	0.41892	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0149	RBM22	P3	clinical_ad	GCST90027158	ENSG00000086589	5	150690792	150701077	5	150070356.0	150080669.0	33.0	-0.78212	0.78293	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0150	RFLNA	P3	clinical_ad	GCST90027158	ENSG00000178882	12	123973241	124316024	12	124457788.0	124800570.0	1700.0	2.7832	0.002691	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0151	RGS11	P3	clinical_ad	GCST90027158	ENSG00000076344	16	268301	275980	16	318300.0	325980.0	55.0	1.4561	0.072688	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0152	RNF7	P3	clinical_ad	GCST90027158	ENSG00000114125	3	141738249	141747560	3	141457046.0	141466402.0	52.0	-1.8415	0.96723	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0153	RPL11	P2	clinical_ad	GCST90027158	ENSG00000142676	1	23691742	23696835	1	24018269.0	24022915.0	23.0	0.16192	0.43568	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0154	RPL15	P2	clinical_ad	GCST90027158	ENSG00000174748	3	23916591	23924374	3	23958036.0	23965183.0	37.0	0.50128	0.30809	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0155	RPL29	P2	clinical_ad	GCST90027158	ENSG00000162244	3	51993522	51995895	3	52027616.0	52029958.0	7.0	0.41381	0.33951	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0156	RPL35A	P3	clinical_ad	GCST90027158	ENSG00000182899	3	197950190	197956610	3	197676858.0	197683481.0	28.0	0.5059	0.30646	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0157	RPL36	P2	clinical_ad	GCST90027158	ENSG00000130255	19	5674947	5691875	19	5674958.0	5691887.0	62.0	-0.28832	0.61345	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0158	RPL36AL	P2	clinical_ad	GCST90027158	ENSG00000165502	14	49618530	49620626	14	50085237.0	50087403.0	11.0	-0.41126	0.65956	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0159	RPL38	P2	clinical_ad	GCST90027158	ENSG00000172809	17	74203582	74210655	17	72199721.0	72206794.0	52.0	-1.2494	0.89425	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0160	RPL6	P2	clinical_ad	GCST90027158	ENSG00000089009	12	112405189	112418838	12	112842994.0	112856642.0	31.0	-0.12178	0.54846	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0161	RPL7L1	P2	clinical_ad	GCST90027158	ENSG00000146223	6	42879616	42889925	6	42847356.0	42857663.0	53.0	-1.6006	0.94527	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0162	RPL8	P3	clinical_ad	GCST90027158	ENSG00000161016	8	144789765	144792587	8	146015150.0	146017972.0	21.0	1.1807	0.11887	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0163	RPLP1	P2	clinical_ad	GCST90027158	ENSG00000137818	15	69452814	69456205	15	69745123.0	69748255.0	20.0	0.56846	0.28486	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0164	RPLP2	P2	clinical_ad	GCST90027158	ENSG00000177600	11	809965	812880	11	809647.0	812880.0	13.0	0.86358	0.19391	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0165	RPS11	P3	clinical_ad	GCST90027158	ENSG00000142534	19	49496365	49499708	19	49999622.0	50002946.0	19.0	0.82471	0.20477	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0166	RPS13	P2	clinical_ad	GCST90027158	ENSG00000110700	11	17074388	17077715	11	17095936.0	17099334.0	19.0	0.68643	0.24622	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0167	RPS15	P2	clinical_ad	GCST90027158	ENSG00000115268	19	1438358	1440495	19	1438358.0	1440583.0	7.0	-1.1052	0.86547	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0168	RPS25	P2	clinical_ad	GCST90027158	ENSG00000118181	11	119015712	119018691	11	118886422.0	118889401.0	27.0	0.43054	0.3334	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0169	RPS27A	P3	clinical_ad	GCST90027158	ENSG00000143947	2	55231903	55235853	2	55459039.0	55462989.0	25.0	0.88969	0.18682	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0170	RPS4X	P2	clinical_ad	GCST90027158	ENSG00000198034	X	72255679	72277248	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0171	RPS6	P3	clinical_ad	GCST90027158	ENSG00000137154	9	19375715	19380236	9	19375713.0	19380252.0	21.0	-1.4194	0.9221	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0172	RPS7	P3	clinical_ad	GCST90027158	ENSG00000171863	2	3575260	3580920	2	3622795.0	3628509.0	43.0	0.8602	0.19484	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0173	RRAGA	P2	clinical_ad	GCST90027158	ENSG00000155876	9	19049427	19051025	9	19049372.0	19051019.0	5.0	-0.86524	0.80655	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0174	RXRA	P3	clinical_ad	GCST90027158	ENSG00000186350	9	134317098	134440585	9	137208944.0	137332431.0	831.0	-0.57559	0.71755	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0175	SAMD4B	P3	clinical_ad	GCST90027158	ENSG00000179134	19	39342421	39385710	19	39833036.0	39876350.0	203.0	-0.92478	0.82246	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0176	SAP18	P3	clinical_ad	GCST90027158	ENSG00000150459	13	21140119	21149097	13	21714653.0	21723221.0	41.0	-0.076285	0.5304	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0177	SARAF	P2	clinical_ad	GCST90027158	ENSG00000133872	8	30063003	30083208	8	29920528.0	29940723.0	70.0	1.7953	0.036303	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0178	SAT2	P3	clinical_ad	GCST90027158	ENSG00000141504	17	7626234	7627876	17	7529552.0	7531194.0	6.0	1.0522	0.14635	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0179	SBNO2	P3	clinical_ad	GCST90027158	ENSG00000064932	19	1107637	1174268	19	1107636.0	1174282.0	397.0	3.0318	0.0012157	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0180	SCAMP1	P3	clinical_ad	GCST90027158	ENSG00000085365	5	78360611	78480739	5	77656339.0	77776562.0	552.0	0.43268	0.33262	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0181	SELENBP1	P3	clinical_ad	GCST90027158	ENSG00000143416	1	151364304	151372707	1	151336778.0	151345209.0	35.0	1.3216	0.093149	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0182	SELENOM	P2	clinical_ad	GCST90027158	ENSG00000198832	22	31104772	31120069	22	31500758.0	31516055.0	68.0	0.67326	0.25039	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0183	SELENOW	P2	clinical_ad	GCST90027158	ENSG00000178980	19	47778677	47784686	19	48281829.0	48287943.0	23.0	-0.18951	0.57516	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0184	SEMA3B	P3	clinical_ad	GCST90027158	ENSG00000012171	3	50267558	50277546	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0185	SHMT1	P2	clinical_ad	GCST90027158	ENSG00000176974	17	18327860	18363563	17	18231187.0	18266856.0	188.0	2.6658	0.0038407	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0186	SLC11A1	P2	clinical_ad	GCST90027158	ENSG00000018280	2	218382029	218396894	2	219246752.0	219261617.0	58.0	0.43519	0.33171	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0187	SLC35D2	P2	clinical_ad	GCST90027158	ENSG00000130958	9	96313444	96383711	9	99082988.0	99145992.0	338.0	1.0322	0.15098	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0188	SLMAP	P3	clinical_ad	GCST90027158	ENSG00000163681	3	57755450	57930003	3	57741177.0	57914895.0	589.0	1.5135	0.065072	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0189	SMARCA1	P3	clinical_ad	GCST90027158	ENSG00000102038	X	129446501	129523500	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0190	SNAP25-AS1	P3	clinical_ad	GCST90027158	ENSG00000227906	20	10006381	10368831	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0191	SPATS2L	P2	clinical_ad	GCST90027158	ENSG00000196141	2	200305881	200482264	2	201170604.0	201346986.0	689.0	-1.7973	0.96385	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0192	SPCS1	P3	clinical_ad	GCST90027158	ENSG00000114902	3	52704955	52711148	3	52738971.0	52742182.0	13.0	-0.76264	0.77716	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0193	SRSF7	P2	clinical_ad	GCST90027158	ENSG00000115875	2	38743599	38751494	2	38970741.0	38978636.0	31.0	-0.055963	0.52231	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0194	SSR2	P2	clinical_ad	GCST90027158	ENSG00000163479	1	156009048	156020951	1	155978839.0	155990750.0	38.0	-0.93204	0.82434	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0195	STAT3	P3	clinical_ad	GCST90027158	ENSG00000168610	17	42313324	42388540	17	40465342.0	40540586.0	259.0	-0.95281	0.82966	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0196	STMN1	P3	clinical_ad	GCST90027158	ENSG00000117632	1	25884181	25906991	1	26210672.0	26233482.0	62.0	2.4825	0.0065235	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0197	SYN1	P2	clinical_ad	GCST90027158	ENSG00000008056	X	47571901	47619857	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0198	TAP1	P2	clinical_ad	GCST90027158	ENSG00000168394	6	32845209	32853816	6	32812986.0	32821755.0	121.0	0.73896	0.22996	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0199	TBC1D8	P2	clinical_ad	GCST90027158	ENSG00000204634	2	101007228	101252866	2	101624079.0	101869328.0	1235.0	0.087153	0.46528	5.482456140350877e-05	False	tested	fresh_magma_v1.10_phase19b
